ambient_temp,voltage,current,temperature,power,fault
25.993428306022466,11.796451580853834,1.5696572495333636,34.81763520644399,18.120271349144446,0
24.72347139765763,11.908350161083904,1.5566647185071334,34.39297834416577,18.32631142200068,0
26.295377076201383,11.820785681686457,1.3126960308389017,33.89613003479453,15.399692764488616,0
28.04605971281605,12.033125414083836,1.6159168443527476,37.828576259680936,19.474463829012137,0
24.531693250553328,12.359153559438575,1.2019834648846763,32.42055389574076,15.060330683737135,0
24.53172608610164,11.768687352857638,1.3691631348479343,32.628284411556244,16.252080057758153,0
28.158425631014783,12.300246149330524,1.1001824374204383,33.897826616726014,13.29664982975232,0
26.534869458305817,11.765498378295934,1.8117253033925629,37.67591754385748,21.24150866654978,0
24.061051228130097,11.745711836250935,1.4536901012109409,33.233465715974965,17.089900145774685,0
26.08512008717193,12.245578385502965,1.9333768069632624,36.98099994811809,23.622875813492765,0
24.073164614375074,12.276580913402285,1.660589985303899,33.71777314824189,20.332508273395167,0
24.068540492859487,12.255422981028797,1.589619642670205,34.64893651907442,19.13691243494436,0
25.48392454313207,11.605260777534557,1.3827544611438,33.5082815237066,15.816679282645149,0
21.173439510684403,11.860214706578384,1.290729992862516,28.789088584190573,15.227746873741971,0
21.550164334973935,12.246896577600996,1.604594314779389,30.85330037500949,19.03265548712068,0
23.875424941518055,12.012462552169168,1.4856971981454035,32.34757902638288,17.975010820586288,0
22.974337759331153,11.67789214614076,1.2321459369029397,29.934294707935898,14.114331539515874,0
25.628494665190548,12.137495381737633,1.1966283166983362,33.446425181891186,14.66143829423556,0
23.183951848957577,11.78555782230256,1.3082592541712832,30.945287013013207,15.53834828749226,0
22.175392597329417,12.538357454517664,1.864193445053246,34.11312722518787,23.265185169823855,0
27.931297537843108,12.463452438725477,1.9426555836022608,41.02030368019218,24.41230513619157,0
24.54844739902693,12.18122922790667,1.5409978294617819,33.718151943486625,18.91988726936558,0
25.13505640937585,12.408302011430932,1.5297885592482576,34.7466369410137,18.920286162617256,0
22.150503627573087,12.019437405037014,1.4327359256340957,31.220864334575143,17.136327853068437,0
23.911234550949636,12.229631248312504,1.3131029303380997,31.583888327339544,16.278211186246413,0
25.22184517941973,12.443316088590622,1.7750358115214488,36.37773881305807,22.133734439210887,0
22.698012845155393,12.073649604538295,1.8747152787794272,35.055972516433954,22.843594817930757,0
25.751396036691343,11.923443848545714,1.321316182832143,33.219693095113065,15.276844497303271,0
23.79872262016239,11.488613412546865,1.4834323243150798,32.86403464773213,17.06227751713569,0
24.416612500413446,11.975059942283552,1.4100267398579664,32.630880518122524,16.569672912627933,0
23.796586775541208,12.247026955368693,1.4159521850270045,33.36440372222049,17.336046876041568,0
28.704556369017876,12.28369002827029,1.7371816510859723,38.62270490780335,21.481764966408054,0
24.97300555052413,12.151309519715523,1.2376076909267757,32.69867471882002,15.386382145581496,0
22.8845781420882,11.837610271511329,1.5932939381872613,31.481730465782665,18.673159342534824,0
26.645089824206377,11.406953529315723,1.645647621461173,35.62799390735401,18.666684982576157,0
22.558312700057954,11.85143547059858,1.4715697652796362,30.915457073550556,17.4211075322804,0
25.41772719000951,11.908696538683815,1.6786135653973546,35.181845704313986,19.7951933357428,0
21.08065975224045,11.906121309842996,1.52953036810749,29.68975710466001,18.40648605553444,0
22.34362790220314,12.185566907093378,1.7434259842312225,32.92306565809416,21.23061506934156,0
25.393722471738247,12.595702923304453,1.1955589390148291,33.16560403788237,15.083296627807062,0
26.47693315999082,12.037058760552329,1.430244947798626,34.380970145675036,17.33997710398999,0
25.34273656237994,11.934980463253062,1.485637371429793,33.88362566747427,17.71671070021813,0
24.768703435223518,11.922233456098771,0.9655585231057301,31.71325265278367,11.34810630235728,0
24.397792608821423,12.037315430072315,1.282809453284293,32.27690016735533,15.428977978201958,0
22.042956019265144,11.751511871895481,1.3372801491282427,28.905999055488273,15.543827276628024,0
23.560311583210584,12.036059567623816,1.68964119896467,33.03918779906739,20.358218296473392,0
24.078722458080424,12.13524370089954,1.3586313307370799,32.53502950193299,16.686709842332267,0
27.11424445243783,12.062905819072347,1.3363842025388046,35.107418029158566,15.88568111486724,0
25.687236579136922,12.137262580201435,1.6634971561312384,35.33542897083387,19.883827585094764,0
21.47391968927453,12.13012428280456,1.176417870841989,29.71054965222331,14.279944969009586,0
25.64816793878959,11.468430995326067,1.0857511865112857,33.106683667848564,12.2983026372493,0
24.229835439167367,12.191061047518621,1.4276815399861307,32.803294691876864,17.411301865268708,0
23.646155999388082,11.798695546301264,1.210458646384329,31.25559130445074,14.34591374419858,0
26.223352577681737,11.671248251098813,1.2180641410680701,33.57873152853283,13.787591730381184,0
27.0619990449919,11.668664451643501,1.6146867583375963,37.079539546273246,18.9792078630851,0
26.862560238232398,12.130062483141758,1.6751947675825158,36.585659328153945,20.086283501617004,0
23.321564953554724,11.933227521832544,1.657772843170425,34.180345025642474,19.778110926954966,0
24.381575248297573,11.495409364804377,1.7217553320614467,34.17747960067704,19.66040590099334,0
25.662526862807127,12.143411344557686,1.7482268640029603,36.43304616843828,21.1190465302372,0
26.95109025424472,11.568117560760351,1.074281958234614,33.335217796451595,12.766211574185453,0
24.04165152430942,12.041946407555463,1.5900823919858933,33.577578664185474,19.21154045205086,0
24.628682046672367,12.071549677701917,1.3940783600860882,33.272696206130874,17.009623858979154,0
22.787330051987944,12.265673124508513,1.3505151508019129,30.49197009522775,16.595165660273132,0
22.60758675183866,12.534505435940055,1.6120829264417411,31.78734270205241,20.330664919601148,0
26.625051644788396,11.590597102229838,1.1539409040208497,33.24753129214015,13.458339770717231,0
27.712480057141647,11.984257843181085,1.149778278825536,34.18733153111578,13.830130584871544,0
24.855979756839332,11.917099411486735,1.6267145488163435,34.933306682927196,19.607150174189094,0
27.007065795784047,12.13012490578829,1.5975572035021797,36.928895631835935,19.40986951339213,0
25.723272050095268,12.064700631280086,1.527346531174302,35.172016246586416,18.88400837328559,0
23.70976049078975,11.894236127179013,1.3240173190553726,32.420688358007745,15.940280943881602,0
25.722791211016826,11.867729343416743,1.6487659269164248,35.38927718745725,19.33919963174382,0
28.07607313293194,11.665064743444786,1.6360605784120952,36.871719026248094,19.049442629578216,0
24.928347921780098,12.296358474721952,1.5170609030094908,34.183395906597006,18.733740211288225,0
28.129287311628012,12.137761254479859,1.2645357917460456,36.393537647605804,15.35753290510057,0
19.76050979182051,12.27533045933854,1.4149503308540987,27.571561244629688,17.506357578578896,0
26.643805008750448,11.906881159057345,1.6675667355048884,36.60424798793581,20.014922285420695,0
25.17409413647634,11.80294935939167,1.7654382445603574,35.744555554015534,20.565460800519432,0
24.401985299068265,11.676505480011231,1.4346926793247343,34.23231268693743,17.008412441210556,0
25.183521553071003,12.107675275122197,1.4500654064383476,34.516429159408005,17.457557575746392,0
21.024862170798215,11.688062032641529,1.4676621783949877,29.60864320391519,17.034945682869463,0
